id,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,label
2741,-4.335,K,-0.938,,-1.107,,0.863,-0.53,2.0,1.0,1.02,0.715,0.501,-1.661,1.476,E
2742,20.492,T,,-0.147,,-0.007,0.511,0.62,-1.011,,-1.940000057220459,-0.05,-1.305,-1.411,-0.873,K
2743,-6.552,J,-0.434,-1.086,-0.735,-2.244,2.878,1.401,,0.324,0.48100000619888306,-0.21,0.026,0.776,0.668,J
2744,-14.28,P,-11.563,,0.009,1.347,1.761,-0.156,-0.705,2.0,-1.5859999656677246,-2.156,0.376,,-0.328,B
2745,-3.48,,0.458,-2.066,-0.452,,0.163,-0.886,,3.0,4.014,0.257,,,,E
2746,,P,-12.628,-2.578,-0.011,4.844,,-0.705,-1.298,1.0,-0.8510000109672546,,-0.5,-0.884,0.478,F
2747,-0.884,K,-0.164,-1.231,-0.225,1.059,,-0.613,2.0,1.0,1.033,-0.403,-1.078,-0.816,-0.202,D
2748,-4.425,S,19.835,-1.037,-0.593,0.72,-0.351,-0.362,1.157,4.0,1.062,-1.054,0.116,,0.296,A
2749,-12.056,Q,-14.555,0.367,-1.159,-0.543,-0.534,-1.268,1.0,0.0,0.046,0.449,,-1.052,-0.845,B
2750,21.207,U,-4.058,-0.791,-0.936,-1.26,-0.471,,0.294,-0.541,0.2029999941587448,0.202,0.897,-0.329,,G
2751,-14.076,P,-11.834,-1.343,1.056,-1.19,-0.922,-2.056,6.0,0.0,0.01,-1.226,1.658,1.046,,F
2752,,O,-10.076,-2.744,0.229,-0.423,-1.013,3.347,5.0,4.0,1.067,-1.128,2.033,-0.452,0.152,B
2753,20.899,V,-2.253,,-0.27,1.196,,0.683,,4.0,1.049,-0.726,-1.155,-0.933,,D
2754,-7.458,Y,-2.264,-0.854,-1.272,-3.378,4.641,,2.266,0.72,-0.6790000200271606,-0.219,1.91,,0.769,J
2755,21.389,U,,,-0.961,-1.464,-0.278,-0.613,-0.525,-1.033,0.2849999964237213,-0.004,0.608,0.156,-0.42,G
2756,-4.072,K,,-1.002,,,0.948,-0.511,7.0,1.0,1.053,-0.198,-0.154,-0.274,1.188,E
2757,-15.102,N,-3.578,-2.794,1.122,,-1.854,,0.01,0.0,0.027,,,-1.615,0.366,A
2758,-3.666,S,,-1.23,-0.552,0.906,-0.047,-0.779,1.089,0.0,0.032,-0.045,0.073,-0.253,,A
2759,21.101,,-3.677,-0.67,-1.103,-0.657,,0.293,-0.537,0.096,,0.28,-0.228,-0.149,,K
2760,20.336,S,,-0.944,-0.73,-1.501,0.097,-1.106,6.0,0.0,0.05,0.521,,0.389,-0.477,G
2761,,M,,-0.145,2.136,-2.672,1.676,,3.0,0.0,0.06,-0.591,0.355,0.066,0.097,C
2762,,S,,-1.276,-0.411,0.962,-0.594,-0.682,1.146,1.0,1.067,-0.641,-0.137,0.05,0.355,A
2763,0.204,K,1.264,-0.704,0.863,0.093,-2.469,,6.0,0.0,0.051,-0.163,-0.771,-0.075,,E
2764,,L,0.339,,1.134,1.051,-3.205,,5.0,4.0,1.5460000038146973,-0.271,,0.863,-1.722,E
2765,-6.025,J,-1.042,-1.357,-0.958,,3.199,1.51,1.616,1.096,-0.12399999797344208,-0.715,0.541,1.988,0.293,J
2766,-9.372,,-14.572,-1.719,-0.911,,1.327,-0.327,-2.384,-1.421,-1.5679999589920044,0.16,-1.565,0.903,-0.468,K
2767,,J,,-0.473,0.066,-1.146,0.09,-1.058,,0.0,-1.527999997138977,0.748,0.598,-0.878,1.163,E
2768,-2.76,L,,-1.278,-0.045,,-0.712,-0.011,0.069,0.0,0.008,0.31,-0.535,-1.598,0.619,E
2769,-4.616,S,19.695,-1.072,,0.663,0.167,,,4.0,1.012,-0.442,,-0.048,-0.242,A
2770,1.154,K,-0.651,-0.744,,1.431,,-0.583,-0.868,4.0,,-0.19,-1.138,-0.563,-0.899,E
2771,-13.086,O,-9.008,,-0.86,-1.56,-1.217,4.365,,0.0,0.018,0.304,,-1.977,-1.625,F
2772,,X,-2.59,2.004,-0.236,-1.784,-0.908,-1.489,-0.542,1.0,1.037,-0.172,0.069,-3.042,0.591,E
2773,,T,,-1.674,-1.027,-1.07,-0.175,-0.176,-0.591,,0.23999999463558197,-0.003,,,0.143,G
2774,12.509,P,-5.969,2.283,-0.934,-1.122,1.014,0.094,2.542,,-0.6869999766349792,2.131,-1.425,-1.089,0.477,L
2775,-10.536,J,-3.713,2.151,-1.263,-2.74,,-0.812,-0.532,-1.78,4.164999961853027,,1.101,0.473,,J
2776,0.367,K,,-0.942,1.629,,-1.805,-0.658,-2.072,4.0,1.053,0.649,1.54,1.047,,E
2777,,O,-2.141,8.928,-1.953,0.953,-1.72,-0.369,0.062,,,-0.546,-1.173,-0.509,,L
2778,-4.19,,19.854,-1.09,-0.672,0.817,,-0.375,1.119,0.0,0.061,,0.123,0.023,,A
2779,,Q,-10.647,-1.645,0.944,-0.646,-1.543,1.023,0.661,4.0,1.6579999923706055,0.332,0.517,-1.416,,B
2780,-13.928,P,-12.496,-1.976,-0.299,-0.867,-0.099,1.047,-0.308,0.153,-0.3199999928474426,-1.385,0.548,0.823,-0.446,L
2781,-6.546,,-1.531,-1.542,,-1.946,3.513,1.458,1.35,0.887,,,0.736,1.384,0.507,J
2782,-3.612,S,,,-0.936,1.056,-0.527,-0.883,1.132,1.0,0.5460000038146973,-0.888,0.093,0.199,0.116,A
2783,-2.361,L,0.135,-1.959,-0.038,0.098,-0.953,-0.152,0.204,1.0,1.021,,-0.811,0.168,,E
2784,0.307,I,-1.651,0.149,0.085,,0.272,0.616,-1.724,1.0,1.067,-0.391,,1.709,-1.94,E
2785,,I,-1.546,-1.208,-1.504,-2.517,,1.19,0.068,,1.61899995803833,-0.248,,,,J
2786,20.533,,-4.595,-1.241,,-0.677,0.417,-0.291,-0.296,-0.038,0.2529999911785126,,-0.119,-0.197,,K
2787,,T,-3.306,-1.4,,,,,-0.692,-0.031,-0.3869999945163727,-0.021,-0.147,-0.112,-0.21,G
2788,-15.922,,-5.922,-0.988,0.35,-2.619,0.328,2.359,4.0,1.0,0.8880000114440918,-2.111,1.965,-0.566,-1.279,B
2789,-3.283,S,,,-0.585,0.924,-0.699,-0.769,1.521,1.0,0.5199999809265137,-0.816,-0.03,0.235,0.179,A
2790,-11.533,P,,-0.974,-0.335,0.707,-0.232,,,2.0,4.024,0.574,,-0.339,-0.517,B
2791,3.428,I,1.455,0.891,,0.676,-3.932,-0.003,-2.332,1.0,0.6639999747276306,0.045,-2.159,0.025,-3.099,E
2792,-13.797,,-5.618,0.032,-0.154,-1.131,-2.531,4.399,0.084,1.0,1.009,1.252,0.732,-2.502,-1.373,B
2793,,U,,,,-0.495,,-0.266,-0.566,0.244,-0.38999998569488525,-0.507,-0.461,0.073,0.481,K
2794,-3.531,S,20.158,-1.123,-0.547,0.825,,-0.728,,1.0,1.042,-0.686,-0.132,0.349,0.057,A
2795,,,-0.981,,,-4.263,4.372,0.945,0.828,1.039,0.8149999976158142,,,-0.221,0.185,J
2796,21.458,U,-2.842,-1.363,-1.01,-1.261,,-0.455,-0.556,-0.808,0.35600000619888306,-0.047,,,-0.162,G
2797,-3.739,S,20.094,-1.075,-0.33,0.74,-0.492,-0.689,1.082,1.0,1.015,-0.605,,0.164,0.062,A
2798,4.084,R,-6.019,6.589,1.069,3.365,,-2.609,1.214,-1.137,,0.353,3.651,,,L
2799,-13.97,P,-12.598,-2.308,0.048,-0.189,-0.809,0.686,1.36,4.0,1.001,-0.666,0.861,-0.015,0.174,B
2800,1.902,K,-0.364,0.171,1.865,0.213,-3.313,-0.568,,4.0,-0.21299999952316284,-0.421,-0.348,,-1.729,E
2801,-14.207,O,-9.671,-0.146,,-1.201,,2.197,2.0,1.0,1.001,,1.687,-2.01,,B
2802,-1.958,L,,-2.495,-0.251,0.075,-0.744,,0.695,4.0,-0.1509999930858612,0.474,-1.03,,-0.175,E
2803,,T,-3.146,-1.461,-0.734,-1.591,-0.082,-0.54,-0.64,-0.748,-0.125,0.018,0.14,,-0.239,G
2804,-3.375,L,-0.451,-1.933,-0.395,,-0.448,0.169,5.0,4.0,1.047,-0.047,-0.558,-1.523,-0.376,E
2805,-1.282,L,0.609,-0.824,-0.005,,-1.824,-0.449,-1.06,0.0,0.037,,-0.849,-0.119,-0.447,E
2806,21.294,U,-2.603,,-0.764,-1.474,-0.275,,-0.369,-1.262,0.07999999821186066,0.072,0.48,0.179,0.562,G
2807,-7.167,I,-2.23,,-1.974,-2.557,3.979,,1.486,1.463,,,0.381,1.147,-0.139,J
2808,21.139,T,-4.0,,-0.954,-1.51,-0.283,-0.604,,-1.081,0.30000001192092896,,0.64,-0.056,-0.072,G
2809,-6.203,,16.88,,-0.959,-0.66,1.275,,,1.0,0.9020000100135803,-1.76,0.052,-1.149,,A
2810,20.349,,-2.674,-0.262,-0.095,,-2.355,0.737,0.983,0.24,2.4619998931884766,0.807,,0.708,1.267,K
2811,-4.929,,-0.758,,-1.212,,,0.744,0.693,0.711,,-0.108,-0.302,0.392,-0.849,J
2812,-14.52,N,-8.502,-1.513,1.18,-1.695,-0.883,1.235,,1.0,1.043,,1.855,,-0.421,C
2813,,S,,-0.972,-0.944,0.96,-0.273,-0.921,1.217,1.0,0.1850000023841858,-0.298,-0.098,0.202,-0.111,A
2814,21.304,T,-1.887,-1.345,-0.488,-1.463,,-0.758,-0.871,-0.522,,0.067,0.16,0.142,-0.822,G
2815,-3.912,R,,-1.4,-0.679,0.95,-0.096,-0.673,0.882,1.0,1.048,-0.891,0.311,-0.049,-0.31,A
2816,-3.27,S,20.259,-1.081,-0.457,0.954,-0.609,-0.852,1.211,0.0,0.005,-0.573,-0.149,,0.152,A
2817,,,-10.683,-2.428,0.493,-0.502,-1.385,0.516,-1.935,4.0,-1.6979999542236328,-1.67,0.928,0.943,,F
2818,-3.727,,,,1.239,,8.919,1.598,1.0,0.0,0.066,0.758,2.195,-1.327,0.002,D
2819,,L,0.263,,,-0.214,-1.609,-0.1,-1.013,2.0,0.2709999978542328,-0.478,-0.868,0.712,-1.603,E
2820,-0.373,,-0.329,-1.193,0.33,0.821,,-0.337,-0.794,0.0,0.037,,-0.53,-0.499,-0.74,E
2821,,S,20.258,-1.104,,0.739,-0.794,,,1.0,-0.4909999966621399,0.155,-0.259,0.051,0.322,A
2822,20.099,T,-3.893,-0.033,-0.664,0.973,1.124,1.459,,4.0,,-0.614,,-0.245,-0.014,D
2823,,T,,-1.313,-0.975,-1.337,,,,-0.62,0.09399999678134918,-0.449,-0.123,,0.438,G
2824,-6.627,,-4.704,9.69,-1.54,-0.724,0.418,-3.112,-2.585,,0.15800000727176666,-2.601,0.848,,1.388,L
2825,-8.358,U,0.852,7.442,-2.034,,0.123,-2.209,-2.535,,,-6.249,0.828,-5.091,0.626,L
2826,-13.073,L,2.693,-0.547,1.922,-0.93,,1.183,-4.541,1.0,,2.144,0.735,-0.165,1.021,A
2827,-3.942,K,-0.877,-1.885,-0.546,-0.701,0.359,0.142,1.034,0.0,0.002,0.101,-0.614,-1.763,,E
2828,-4.205,,0.306,-0.314,,,,-1.102,2.0,1.0,1.03,0.444,1.629,-0.01,1.192,E
2829,-14.973,,,,0.975,,-2.663,,0.38,1.0,1.042,-1.161,1.638,,0.154,F
2830,,K,-1.046,-2.352,-0.495,-1.305,,-0.297,1.296,,-1.1920000314712524,0.383,,0.472,0.397,J
2831,-14.894,,-11.259,-1.676,0.349,-0.613,-1.537,0.978,4.0,1.0,0.3499999940395355,-0.955,0.596,,,F
2832,-4.801,R,19.558,-0.861,-0.353,0.363,0.324,-0.445,0.591,0.0,0.039,-0.321,,-0.125,-0.189,A
2833,21.32,T,-2.37,-1.088,-0.743,-1.291,0.135,-0.465,,0.161,-0.39399999380111694,-0.025,0.26,0.148,,G
2834,21.426,U,-2.898,-1.158,-1.032,-1.372,,-0.33,-0.076,,0.22599999606609344,,,0.255,,G
2835,-9.768,O,-0.746,4.442,8.403,-4.185,2.137,-1.711,-3.801,0.0,0.067,-0.892,-2.484,0.399,4.747,C
2836,,O,-8.903,-2.51,0.498,-1.099,-1.04,3.138,-0.54,3.0,4.043,-1.082,,-0.149,,F
2837,,P,-13.648,-1.825,0.009,0.243,-1.374,0.647,1.568,3.0,4.054,-0.299,0.562,0.796,0.18,B
2838,-9.923,Q,-15.1,-0.275,-0.025,0.377,-2.163,-1.375,3.712,3.0,4.008,1.174,-1.205,-1.407,,F
2839,,J,-0.92,-1.025,-0.272,-1.569,3.292,1.755,,0.2,,-0.379,-0.313,,,J
2840,-11.954,O,-11.816,,-0.064,3.846,3.099,-0.638,3.0,0.0,0.033,-0.312,-1.413,0.0,0.447,B
2841,,K,-0.601,,-0.613,-0.38,,,0.412,1.0,1.033,0.231,0.144,-0.628,-0.306,E
2842,-4.509,I,-0.734,0.366,-1.005,,4.016,0.878,1.072,,0.6539999842643738,,-0.242,1.256,1.118,J
2843,-2.139,L,0.178,,-0.143,0.894,-1.458,0.127,4.0,2.0,4.01,0.681,-0.927,,0.313,E
2844,-6.723,,,-1.971,-1.022,-2.8,3.656,,1.633,0.664,0.32499998807907104,-0.092,0.986,1.212,0.205,J
2845,-1.808,R,,-0.685,1.763,,5.685,2.887,4.0,2.0,4.006,0.626,0.491,0.211,1.31,D
2846,-5.157,M,0.077,10.047,-4.185,-1.611,-0.468,-0.788,,1.478,-0.984000027179718,-2.38,,-0.868,0.067,L
2847,-1.136,,0.669,4.236,8.052,-2.543,2.077,-1.125,1.0,0.0,0.02,-2.984,-0.866,2.24,-0.1,C
2848,-3.467,S,20.14,-1.091,-0.523,,-0.668,-0.846,1.277,0.0,,-0.531,-0.152,-0.009,,A
2849,-6.934,,-1.871,-1.703,-1.452,-2.541,3.133,0.891,1.413,,-0.6079999804496765,,0.37,1.062,,J
2850,-4.771,,1.407,0.367,0.352,0.736,0.43,-0.494,-1.623,1.0,1.062,-0.467,,-0.853,0.09,E
2851,16.364,Q,-9.484,-1.783,,0.333,-0.067,2.03,-0.301,-0.411,-0.5879999995231628,0.589,-2.084,,2.124,K
2852,2.722,,-2.041,,2.884,0.577,,-1.378,-0.824,1.0,1.055,0.105,0.381,0.713,2.694,E
2853,-4.459,U,2.472,,-2.535,-2.585,0.618,-0.027,1.0,0.0,0.01,,-0.096,,-3.811,B
2854,-4.029,S,19.949,-1.232,-0.423,0.766,-0.328,-0.401,0.998,1.0,1.029,-0.357,-0.006,0.252,,A
2855,21.41,U,-1.644,-1.055,-0.647,-1.034,,-0.594,-1.186,0.0,-0.40299999713897705,,-0.093,,-0.823,G
2856,-3.11,,-0.699,-1.849,-0.577,0.537,-0.154,-0.481,0.09,4.0,1.022,,-0.08,-0.497,-0.021,E
2857,21.374,,-3.216,-1.431,-0.793,-1.378,-0.449,-0.467,-0.452,,0.5720000267028809,0.133,0.731,0.202,-0.038,G
2858,-14.194,N,-8.806,-2.909,0.319,,,4.745,,4.0,1.013,,,,-0.081,B
2859,,T,15.693,2.521,0.115,-2.536,0.994,,-2.489,4.0,1.048,2.117,0.939,,0.614,C
2860,,T,,,,-1.077,0.184,-0.451,-0.42,-1.124,0.019999999552965164,-0.202,0.127,0.131,0.148,G
2861,-7.775,S,7.765,8.702,,,0.066,,-2.051,0.445,-1.5110000371932983,,0.31,,1.495,L
2862,-3.819,,20.045,,-0.381,0.86,-0.459,-0.47,0.851,1.0,1.058,-0.096,-0.334,0.087,0.234,A
2863,-3.624,S,,,-0.494,0.803,-0.465,-0.636,3.0,3.0,4.046,-0.506,0.027,0.322,0.077,A
2864,-13.126,N,-9.724,-0.938,-0.363,-0.731,-1.325,4.178,-0.631,4.0,-0.5090000033378601,0.453,-0.166,-0.427,-0.315,F
2865,-5.824,K,,-1.506,-0.862,-1.392,2.801,0.52,1.268,0.542,0.5049999952316284,,-0.209,1.353,0.48,J
2866,-4.096,S,,-1.41,-0.315,0.561,0.038,-0.484,0.433,4.0,1.032,-0.08,-0.08,-0.235,0.068,A
2867,,J,-1.446,-1.137,-0.533,-2.931,2.325,,,,-0.10999999940395355,-0.157,-0.23,0.422,0.81,J
2868,-4.03,J,-1.129,-1.174,-0.658,-1.732,1.849,,0.265,1.061,0.8379999995231628,0.063,-0.216,0.251,,J
2869,-7.696,Y,-2.158,-1.557,-1.733,,4.374,0.467,1.837,4.0,-0.30399999022483826,-0.498,1.287,-0.353,0.006,E
2870,,T,-5.281,-0.76,-1.115,-0.809,-0.15,,0.748,-0.795,1.0750000476837158,0.842,1.227,-0.032,0.039,K
2871,,P,-14.047,-1.336,-0.772,0.842,-1.99,3.118,7.0,1.0,1.007,,-1.161,,0.045,C
2872,,R,-6.768,-1.117,-1.319,-0.786,-0.221,0.676,1.254,0.012,0.859000027179718,0.578,-0.711,0.791,,K
2873,-5.826,J,-1.628,-0.489,-1.337,-2.915,2.749,1.402,0.622,1.491,0.5809999704360962,-0.32,-0.603,0.26,-0.476,J
2874,21.432,V,-3.533,-1.118,-0.638,-0.75,-1.182,-0.172,,-0.807,,-0.015,,0.211,0.069,G
2875,-5.107,,0.113,,,-1.637,1.238,,-0.045,0.0,0.018,-0.358,-0.969,2.102,-1.568,E
2876,-1.402,,,,,,-0.574,-0.024,-0.591,1.0,1.041,-0.092,-0.326,-0.788,0.03,E
2877,-13.958,,-12.022,,-0.058,2.65,2.925,-0.364,1.0,0.0,,-0.912,0.319,-0.289,-0.107,B
2878,,J,3.567,5.03,13.462,-1.37,-0.497,-0.612,,0.0,0.024,0.855,1.951,-0.513,1.625,C
2879,,O,-13.526,-2.488,-0.97,,1.572,,-2.423,1.0,1.063,0.422,-1.176,0.495,-1.084,B
2880,-6.629,J,-1.615,-1.303,-1.398,-2.703,3.171,1.165,1.81,0.413,-0.7950000166893005,0.103,0.277,0.826,0.638,J
2881,-12.964,O,-11.984,-0.125,-0.25,-1.319,,0.638,1.32,0.0,0.037,0.247,0.901,-1.142,0.07,B
2882,20.768,U,,-0.751,-0.964,-1.341,-1.025,,0.256,,0.3449999988079071,,0.332,0.169,1.499,K
2883,-13.556,,,,1.687,-1.992,-0.67,,-4.168,4.0,1.021,1.796,2.305,-0.762,0.07,A
2884,-3.685,S,,-1.159,-0.57,0.876,-0.381,-0.494,1.247,1.0,1.048,-0.567,0.145,0.288,0.166,A
2885,20.039,S,-3.879,,,-0.043,,0.325,1.345,-0.517,-0.4189999997615814,-0.572,0.135,-0.25,1.352,G
2886,,V,-1.669,1.052,,,-1.046,,-0.34,1.0,,-0.918,0.053,1.209,-3.983,C
2887,-12.818,P,,-1.414,0.977,-0.193,-2.047,0.545,,0.0,0.004,-0.279,-0.57,,,F
2888,-4.852,L,,2.004,7.563,,1.223,1.704,-3.712,4.0,0.38999998569488525,,-2.763,1.069,1.216,C
2889,-13.571,,-13.158,,-0.293,0.6,-0.98,-0.831,3.0,3.0,4.031,0.044,0.838,0.983,-0.446,B
2890,-12.892,O,-13.473,,,,-1.439,0.319,4.0,2.0,4.023,0.068,0.094,0.067,0.62,B
2891,,U,-3.706,,,,-1.022,-0.088,-0.551,2.0,,-0.153,,0.641,,G
2892,21.378,U,-2.669,-1.187,-0.973,-1.201,-0.035,-0.531,-0.677,,-0.24300000071525574,-0.116,0.388,0.176,-0.273,G
2893,-2.511,V,4.755,,-4.737,-1.264,-1.058,-0.206,-3.898,1.057,,-5.195,,-1.16,-1.407,L
2894,-3.937,X,,5.279,-3.921,0.23,-1.17,-0.73,-3.113,0.526,,-6.375,0.005,-0.362,0.283,L
2895,,Q,-13.487,-1.451,0.291,-0.449,,-0.807,1.349,1.0,1.001,-0.775,0.236,0.518,,F
2896,-3.134,,-0.825,-1.145,-0.123,0.017,-0.319,-0.264,-0.439,4.0,1.045,0.529,,,,E
2897,-4.365,R,,0.89,1.11,-1.014,-0.532,,-2.1,0.0,,0.157,,,,E
2898,21.445,V,-2.759,-0.91,-0.587,,-0.738,0.306,0.18,1.0,1.027,,0.972,0.458,0.196,G
2899,-5.135,K,0.016,-1.482,,0.106,0.953,0.024,4.0,1.0,-2.135999917984009,0.837,,,1.154,E
2900,-0.643,K,-0.527,-1.545,-0.0,0.476,-1.124,,0.207,1.0,1.041,,,-0.529,-0.103,E
2901,,Q,-15.191,-0.402,-0.161,0.441,0.034,-3.562,3.0,0.0,0.0,-0.347,-1.385,1.115,-0.216,B
2902,-3.647,K,0.031,,-0.906,,0.414,,0.601,0.0,-0.5249999761581421,-0.355,-0.588,0.894,0.286,E
2903,-8.839,M,0.06,1.284,,-0.853,,1.673,5.0,4.0,1.06,-0.328,-2.677,0.652,4.321,C
2904,-13.347,M,-8.972,-2.353,,-0.551,-1.157,3.305,-1.551,0.0,0.028,-1.987,-0.315,0.097,0.505,B
2905,-11.135,O,-5.223,0.619,-0.06,-1.011,-2.413,7.662,7.0,1.0,1.041,1.224,,-3.216,-0.921,B
2906,-3.854,R,19.894,-1.042,-0.722,,-0.25,,1.061,1.0,-0.2930000126361847,,0.059,0.221,-0.233,A
2907,,K,-4.163,,,,1.984,1.768,-0.718,1.0,1.011,-0.799,3.026,0.534,1.483,D
2908,-4.942,Q,18.991,-1.149,,0.628,0.021,,4.0,2.0,4.015,-1.549,0.309,-0.199,-0.428,F
2909,-1.679,,-0.25,,0.777,0.363,-1.034,-0.19,3.0,3.0,0.8740000128746033,,-0.677,0.95,-1.262,E
2910,-2.406,,1.33,7.864,-3.362,0.219,-1.398,-0.564,-1.499,-1.672,,,,0.447,0.074,L
2911,20.511,T,-5.005,-0.653,-1.307,-0.6,,-0.173,0.156,0.041,-0.22499999403953552,0.207,-0.33,-0.094,0.161,K
2912,-1.944,K,-0.571,-0.598,0.355,0.434,-1.259,-0.772,-0.294,1.0,1.052,0.747,-0.768,,2.103,E
2913,-14.392,O,-11.028,-1.757,1.073,-0.928,-2.698,2.039,6.0,0.0,0.06,,1.555,,,F
2914,-10.802,P,,1.662,1.058,-0.452,,-2.558,3.0,3.0,4.04,,,0.101,-0.835,A
2915,1.32,M,-7.103,5.733,,2.307,-2.518,-0.654,2.263,-0.066,,2.018,-0.003,-2.473,0.022,K
2916,-12.638,Q,-14.632,-0.774,-0.063,0.511,-0.622,,6.0,0.0,0.036,-0.07,-0.111,0.732,0.288,B
2917,21.258,U,-3.331,-0.946,-0.871,-1.173,-0.055,-0.854,-0.416,-0.498,-0.09099999815225601,0.06,,-0.11,-0.956,G
2918,-14.586,O,,-3.09,,,-1.777,,0.345,1.0,1.065,-1.34,1.726,-0.848,0.414,F
2919,21.019,T,-2.853,-1.443,,-1.161,,-1.147,,-0.9,0.06300000101327896,-0.178,,,-0.435,G
2920,-6.421,,13.164,3.608,,,,0.623,-3.719,0.0,0.052,0.378,-2.345,,4.093,C
2921,20.974,T,-3.372,-1.013,-1.146,,-0.74,-0.035,0.286,-0.549,,,0.98,,0.72,K
2922,21.449,U,-2.321,-1.071,-0.897,-1.274,-0.262,,-0.087,1.0,0.03799999877810478,-0.302,,0.164,,G
2923,-11.231,,-14.071,-1.683,-0.719,,0.143,,-0.519,3.0,-0.2759999930858612,-0.914,-1.013,0.737,0.231,B
2924,,P,-12.986,-0.516,0.709,-0.326,-1.58,,0.546,3.0,4.023,-0.169,,-0.826,,F
2925,-9.745,S,3.515,2.81,-1.561,-1.552,1.652,-0.015,,-0.147,0.47600001096725464,-1.232,-0.258,-0.805,1.622,L
2926,,X,0.226,6.666,10.419,1.617,5.533,,2.0,4.0,1.045,,1.956,,-2.549,C
2927,21.462,U,-1.502,-0.739,-0.554,-1.254,-0.207,-0.535,,1.0,-0.1080000028014183,-0.201,,0.333,-0.271,G
2928,20.817,U,,-0.98,-1.0,-1.238,,-0.038,0.401,-0.565,0.15000000596046448,0.223,0.885,0.216,,K
2929,,I,,5.589,11.58,-1.332,,-0.514,6.0,0.0,0.036,-1.558,,0.528,-0.982,C
2930,-2.526,L,1.024,-1.683,-0.005,0.066,-0.996,0.505,2.0,4.0,1.065,,-1.155,0.948,,E
2931,-6.18,T,,-0.015,1.83,-1.074,0.66,1.41,,2.0,4.019,,0.096,2.109,0.071,F
2932,-8.137,Q,6.099,,6.115,-4.522,,-0.541,-3.995,0.0,0.021,-0.622,-2.711,1.029,,C
2933,-0.243,K,,-1.08,1.651,,-2.398,-0.674,7.0,1.0,0.1899999976158142,,,-0.447,0.582,E
2934,21.384,T,-2.723,-1.315,-0.708,,,,-0.665,-0.288,,-0.134,0.126,,-0.49,G
2935,-8.41,I,,-0.693,-1.708,,3.774,0.226,,0.0,0.059,0.229,0.907,,0.253,E
2936,-3.513,S,20.201,-1.156,-0.509,0.991,-0.377,-0.841,1.127,0.0,0.014,,-0.094,0.539,-0.063,A
2937,-3.153,S,20.183,,-0.406,1.102,-0.643,-0.863,1.256,0.0,,-0.527,-0.18,0.061,0.196,A
2938,-11.441,R,-14.093,1.486,-0.512,0.151,-2.293,1.357,3.266,0.455,,-0.424,-1.614,,-0.144,L
2939,-11.154,Q,-12.563,0.894,-1.317,,3.097,-3.692,0.028,4.0,1.024,1.748,,-0.279,-0.372,B
2940,-4.051,R,,-1.192,-0.513,0.769,-0.321,,1.049,0.0,0.007,-0.659,0.11,0.352,0.101,A
2941,-4.468,,-0.776,-2.032,-0.296,-1.334,1.507,0.833,,,0.6010000109672546,-0.064,,,0.008,J
2942,-3.408,,0.335,-2.288,-0.368,0.547,-0.05,-0.323,3.0,0.0,0.02,0.209,-0.327,0.473,0.398,E
2943,-3.29,S,20.207,-0.965,,1.045,-0.508,,1.268,1.0,1.008,-0.811,-0.113,0.318,0.124,A
2944,-4.891,R,18.622,-0.883,0.311,,-0.26,0.094,-0.478,1.0,-0.9139999747276306,2.443,-0.11,-0.215,0.625,A
2945,0.096,L,-0.336,-1.423,0.564,1.36,-2.495,-0.414,,0.0,0.017,0.35,-0.308,-0.757,,E
2946,-14.711,O,-10.919,-2.429,-0.277,,0.177,0.291,2.0,1.0,-0.8820000290870667,,0.245,,-0.738,F
2947,-0.701,L,-0.46,-1.451,1.084,0.171,-1.541,-0.456,0.15,4.0,1.064,-0.651,,-0.054,,E
2948,21.345,U,,-1.483,,-1.458,-0.457,-0.381,0.061,,0.09000000357627869,,0.278,0.019,,G
2949,-10.156,V,-4.374,,-1.465,-4.378,5.741,0.141,1.753,-0.083,0.6100000143051147,0.287,1.567,0.62,0.42,J
2950,-13.054,O,-12.582,-2.111,0.312,0.21,-1.582,2.087,1.373,0.0,0.067,0.025,0.111,-0.372,0.03,F
2951,-11.637,O,,,-0.893,,1.753,-0.041,-1.285,2.0,-1.2699999809265137,,-1.185,0.353,,B
2952,-6.237,Q,17.596,-0.485,0.471,,-0.276,0.346,-1.113,1.0,,2.564,,0.005,,A
2953,-0.72,,-1.737,2.083,3.981,,-0.041,,7.0,1.0,1.02,-0.282,-0.651,0.296,-1.707,C
2954,-6.434,J,-1.134,-1.887,-1.806,-0.164,,,0.881,1.0,1.064,,,,1.562,E
2955,-3.087,K,-0.574,-1.843,-0.137,,0.496,-0.266,5.0,4.0,0.1850000023841858,0.806,-0.926,-1.798,1.292,C
2956,,S,20.1,-1.178,-0.46,0.83,-0.539,,1.48,4.0,,-0.24,-0.123,0.191,0.055,A
2957,-2.166,,0.429,,0.127,,-1.562,-0.294,-0.611,1.0,-1.1119999885559082,,-0.722,-0.03,0.065,E
2958,21.222,T,-3.415,-1.399,-0.928,-0.975,,-0.35,,1.0,-0.2150000035762787,-0.062,-0.004,-0.044,-0.137,G
2959,-1.82,L,-0.493,-2.198,,0.81,-1.517,-0.575,0.107,4.0,1.009,,-0.494,-0.352,0.2,E
2960,,R,16.159,,0.607,-0.844,,0.87,-1.771,4.0,1.055,3.916,,0.069,,B
